	path4	path6	collector	len4	len6
15605	[15605, 6939, 22925, 27]	[15605, 6939, 10886, 27]	Milan, Italy	4.0	4.0
16735	[16735, 6939, 22925, 27]	[16735, 6939, 10886, 27]	Sao Paulo, Brazil	4.0	4.0
19151	[19151, 6939, 22925, 27]	[19151, 10886, 27]	Palo Alto, USA	4.0	3.0
20640	[20640, 6939, 22925, 27]	[20640, 6939, 10886, 27]	Frankfurt, Germany	4.0	4.0
22652	[22652, 6939, 22925, 27]	[22652, 6939, 10886, 27]	RIPE NCC, Amsterdam	4.0	4.0
25091	[25091, 6939, 22925, 27]	[25091, 6939, 10886, 27]	CIXP, Geneva	4.0	4.0
25152	[25152, 6939, 22925, 27]	[25152, 2914, 10886, 27]	Otemachi, Japan	4.0	4.0
25160	[25160, 6939, 22925, 27]	[25160, 6939, 10886, 27]	LINX, London	4.0	4.0
25220	[25220, 6939, 22925, 27]	[25220, 6939, 10886, 27]	Frankfurt, Germany	4.0	4.0
28289	[28289, 53131, 16735, 6939, 22925, 27]	[28289, 22548, 16735, 6939, 10886, 27]	Sao Paulo, Brazil	6.0	6.0
28917	[28917, 6939, 22925, 27]	[28917, 6939, 10886, 27]	Moscow, Russia	4.0	4.0
29049	[29049, 6939, 22925, 27]	[29049, 2914, 10886, 27]	RIPE NCC, Amsterdam	4.0	4.0
29140	[29140, 6939, 22925, 27]	[29140, 6939, 10886, 27]	Frankfurt, Germany	4.0	4.0
29608	[29608, 6939, 22925, 27]	[29608, 6939, 10886, 27]	RIPE NCC, Amsterdam	4.0	4.0
29611	[29611, 6939, 22925, 27]	[29611, 6939, 10886, 27]	LINX, London	4.0	4.0
29636	[29636, 6939, 22925, 27]	[29636, 6939, 10886, 27]	LINX, London	4.0	4.0
29686	[29686, 6939, 22925, 27]	[29686, 6939, 10886, 27]	Frankfurt, Germany	4.0	4.0
31019	[31019, 6939, 22925, 27]	[31019, 6939, 10886, 27]	AMS-IX and NL-IX, Amsterdam	4.0	4.0
34288	[34288, 6939, 22925, 27]	[34288, 6939, 10886, 27]	Frankfurt, Germany	4.0	4.0
35369	[35369, 6939, 22925, 27]	[35369, 13030, 6939, 10886, 27]	VIX, Vienna	4.0	5.0
37989	[37989, 4844, 7473, 7922, 33657, 27]	[37989, 4844, 6939, 10886, 27]	RIPE NCC, Amsterdam	6.0	5.0
39912	[39912, 6939, 22925, 27]	[39912, 6939, 10886, 27]	VIX, Vienna	4.0	4.0
45896	[45896, 174, 7922, 33657, 27]	[45896, 6939, 10886, 27]	RIPE NCC, Amsterdam	5.0	4.0
48166	[48166, 6939, 22925, 27]	[48166, 6939, 10886, 27]	Frankfurt, Germany	4.0	4.0
49605	[49605, 6939, 22925, 27]	[49605, 6939, 10886, 27]	Milan, Italy	4.0	4.0
50300	[50300, 6939, 22925, 27]	[50300, 2914, 10886, 27]	RIPE NCC, Amsterdam	4.0	4.0
50763	[50763, 6939, 22925, 27]	[50763, 6939, 10886, 27]	AMS-IX and NL-IX, Amsterdam	4.0	4.0
51185	[51185, 6939, 22925, 27]	[51185, 6939, 10886, 27]	Milan, Italy	4.0	4.0
56730	[56730, 6939, 22925, 27]	[56730, 6939, 10886, 27]	LINX, London	4.0	4.0
57381	[57381, 42708, 6939, 22925, 27]	[57381, 42708, 6939, 10886, 27]	RIPE NCC, Amsterdam	5.0	5.0
57821	[57821, 6939, 22925, 27]	[57821, 6939, 10886, 27]	RIPE NCC, Amsterdam	4.0	4.0
